"","251448","251709","377501","666395","755064","870355","909429","1025353","1309737","1410285","1646013","1785347","1890305","2099284","2335652","2373709","2474930","2525174","2713769","2855003","2866544","2871097","2881442","2915344","3141212","3386550","3440481","3454455","3494294","3511615","3516152","3547852","3706811","3863724","4046217","4189540","4286691","4440078","4513526","4566463","4586738","4735341","4823948","4989204","5258842","5312679","5482776","5670561","5775781","5797364","6197385","6203629","6282837","6341504","6358198","6451200","6871165","6965193","6968626","7024597","8021595","8027026","200203708","200543394","200594011","200621317","200670975","200831019","201009223","201200763","201232698","201236882","201386115","201481153","202001440","202021894","202103602","202561023","202606482","202784392","202937359","203011568","203020098","203073673","203542532","203553813","203769662","203870735","203921694","204024521","204062750","204098604","204167188","204245747","204394141","204531622","204544908","204613894","204672058","205199428","205213320","205248873","205499309","205914660","205923395","206247678","206280171","206358340","206360056","206452044","206491319","206501884","206772826","206897280","206944308","206948172","206966030","207100227","207309342","207332319","207443723","207570975","207629924","207850002","207874718","207884486","207922335","207987339","207991322","208191209","208276269","208357607","208458477","208537812","208670326","208684744","208710504","208714024","208771386","208788053","208975045","209063179","209070922","209084978","209157499","209157896","209161524","209173070","209176499","209230380","209238536","209283868","209292288","209298024","209324581","209333159","209376444","209484553","209533359","209682437","209685625","209692491","209703318","209742739","209785752","209834687","209899057","209992902","210078073","210082154","210160071","210160161","210160163","210167927","210167931","210167935","210167948","210167954","210168020","210168025","210168031","210168045","210168114","210168129","210168209","210249023","210253977","210296071","210406219","210412595","210426282","210429901","210461522","210504307","210515107","210574406","210581300"
"251448",NA,1,2,0,0,0,0,1,1,2,0,1,0,0,2,0,1,1,1,0,0,0,1,2,0,2,0,0,1,0,1,1,0,0,3,1,3,0,0,1,1,2,0,0,2,0,0,1,5,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,0,2,1,0,1,1,4,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,0,0,4,1,1,0,0,1,0,1,0,0,2,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,2,1,0,0,2,1,0,0,0,1,1,0,0,1,2,0,0,1,1,0,3,0,1,1,3,2,0,1,1,0,0,1,2,0,0,2
"251709",1,NA,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"377501",2,0,NA,0,0,0,0,0,2,0,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1
"666395",0,1,0,NA,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,2,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,1,1,0,0,1,0,4,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"755064",0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,1,2,0,0,1,0,2,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,2,1,1,0,0,0,0,0,0,3,1
"870355",0,2,0,1,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
"909429",0,0,0,0,0,0,NA,0,2,0,0,2,3,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,1,0,0,2,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"1025353",1,0,0,1,0,0,0,NA,2,0,0,0,2,0,2,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,2,1,0,0,0,0,1,0,3,2,1,0,0,1,0,2,1,0,0,2,0,2,0,0,0,0,0,2,0,2,2,2,0,0,0,2,0,1,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,2,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,3,0,2,0,0,1,0,1,1,1,1
"1309737",1,0,2,0,0,1,2,2,NA,0,2,0,0,7,0,0,0,0,1,1,0,0,0,0,1,0,5,0,2,4,1,2,3,1,0,0,1,0,0,2,0,0,0,0,1,0,2,0,1,1,0,0,2,0,1,1,3,0,1,1,0,0,4,0,1,0,0,0,2,1,2,1,1,1,1,0,0,4,0,1,1,0,2,0,0,0,2,4,1,0,7,0,3,1,0,2,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,1,2,0,0,1,2,1,0,1,0,3,0,0,0,0,1,2,1,2,5,0,0,0,0,0,3,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0,0,0,0,0,1,2,2,1,1,4,1,2,2,3,0,0,0,1,0,3,0,1,0,0,0,0,2,0,0,0
